initiative_id,report_id,company_canonical,company_name_fixed,industry_sector,ownership_type,year_of_report,ESG_block_norm,theme_tag,collab_type_short,collaboration_model,driver_primary,initiative_title,initiative_title_source,initiative_description,outputs_or_outcomes,KPI_present,KPI_list,geography,actors_involved,evidence_file_name,page_primary,evidence_page_numbers,evidence_quote_15w,evidence_excerpt,confidence,qa_reasons
CN042-I001,CN042,Inovance,Inovance,Construction & Infrastructure,not stated,2024,E,emissions_reduction,BN,A) Government mandate / compliance-driven,i) regulation/government policy,Emissions Reduction initiative (BN),label_fallback,"Board of Directors Executive Management Team (EMT) Sustainability Oﬃce Sustainability Committee •Continuously improve the corporate governance system •Create an internal compliance culture •Maintain high R&D investment •Improve product quality and enhance quality management efficiency •Enhance customer service quality •Build a secure, stable and resilient supply chain •Realize a sustainable supply chain with a focus on survey and assessment of supply chain sustainability •Seize opportunities presented by the national carbon peaking and carbon neutrality goals, continue to develop products and solutions featuring “avoided emissions”, and facilitate the green and low-carbon transition of society •Improve full life cycle management of products and continuously reduce product carbon footprints Goal 16: Peace, Justice and Strong Institutions Goal 9: Industry, Innovation and Infrastructure Goal 12: Responsible Consumption and Production Goal 12: Responsible Consumption and Production Goal 17: Partnerships for the Goals Goal 7: Affordable and Clean Energy Goal 9: Industry, Innovation and Infrastructure Goal 12: Responsible Consumption and Production Goal 13: Climate Action ESG Strategy To fully support the Company’s sustainable development and enhance ESG management capabilities, the Company, based on its own strategy, industry dynamics, and the UN SDGs, has identified six dimensions of its ESG strategy, namely, “Corporate Governance”, “Lean Innovation”, “Low-Carbon Pioneer”, “Responsible Ecosystem”, “Talent Development”, and “Green Operations”.","16, 9, 12, 12, 17",yes,not stated,not stated,UN SDGs,Inovance 2024.pdf,12,12,Board of Directors Executive Management Team (EMT) Sustainability Oﬃce Sustainability Committee •Continuously improve the corporate,"Board of Directors Executive Management Team (EMT) Sustainability Oﬃce Sustainability Committee •Continuously improve the corporate governance system •Create an internal compliance culture •Maintain high R&D investment •Improve product quality and enhance quality management efficiency •Enhance customer service quality •Build a secure, stable and resilient supply chain •Realize a sustainable supply",High,OK
CN042-I002,CN042,Inovance,Inovance,Construction & Infrastructure,not stated,2024,E,emissions_reduction,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Emissions Reduction initiative (BN),label_fallback,Corporate governance Lean innovation Responsibility ecology Low carbon pioneer The Six Dimensions of ESG Strategy Supported UN SDGs Sustainability and Corporate Governance / 2024 SUSTAINABILITY REPORT Decision-making level Management level Operational level 010,"2024, 010",yes,not stated,not stated,UN SDGs Sustainability and Corporate Governance,Inovance 2024.pdf,12,12,Corporate governance Lean innovation Responsibility ecology Low carbon pioneer The Six Dimensions of ESG Strategy,Corporate governance Lean innovation Responsibility ecology Low carbon pioneer The Six Dimensions of ESG Strategy Supported UN SDGs Sustainability and Corporate Governance / 2024 SUSTAINABILITY REPORT Decision-making level Management level Operational level 010,High,OK
CN042-I003,CN042,Inovance,Inovance,Construction & Infrastructure,not stated,2024,S,employee_health_safety,BN,F) International exposure / investor / supply-chain requirement-driven,vi) reputational/international markets,Employee Health Safety initiative (BN),label_fallback,"“Floral Charm, Skillful Hands” Women’s Day floral workshop Employee Group Beneﬁts and Care Measures Progress in 2024 Female employees Established “Mom Stations” (mother and baby rooms) One-hour daily breastfeeding leave for female employees during nursing period Set up holidays for female employees Launched special activities for Women’s Day Six new “Mom Stations” were established at Company locations Held International Women’s Day floral workshop events such as “Floral Charm, Skillful Hands” Prepared customized gifts for female employees on Women’s Day Employees in difficulty Established a charity fund for employees in difficulty Created a family hardship assistance mechanism offering interest-free loans for emergencies Provided compassion fund support to seven employees totaling RMB 423,862.82 Employees working overseas Produced a global cross-border entry and exit handbook for overseas cultural guidance Improved employee overseas assignment processes and developed a global mobility system Established a comprehensive overseas employee insurance mechanism for safety and health protection Purchased overseas travel insurance for 398 employees EAP Implementation in 2024 “A Hundred EAP Ambassadors” Program Individual Psychological Counseling: 374 total hours provided to 84 employees.","2024, 423,862.82, 398, 2024, 374",yes,not stated,not stated,International Women,Inovance 2024.pdf,71,71,"“Floral Charm, Skillful Hands” Women’s Day floral workshop Employee Group Beneﬁts and Care Measures Progress","“Floral Charm, Skillful Hands” Women’s Day floral workshop Employee Group Beneﬁts and Care Measures Progress in 2024 Female employees Established “Mom Stations” (mother and baby rooms) One-hour daily breastfeeding leave for female employees during nursing period Set up holidays for female employees Launched special activities for Women’s Day Six new “Mom Stations” were established at Company locat",High,OK
CN044-I001,CN044,Jinko Solar,Jinko Solar,Renewables & Clean Tech,not stated,2024,E,emissions_reduction,BS,B) Government subsidy / incentive-supported,ii) subsidies/incentives,Emissions Reduction initiative (BS),label_fallback,"2024 Environmental, Social and Governance (ESG) Report Governance and Economic Performance Environmental Performance Social Performance Key ESG Performance Investment in energy conservation and environmental protection GHG emissions intensity Electricity saved from energy efficiency technological transformation projects Water saved from water saving technical renovation projects RMB million 256.9087 MWh 112,782.37 million tons 7.9878 tCO2e/MW 19.93 General industrial solid waste recycled or reused Power generated from rooftop PV systems of the bases tons 164,431.97 ""Zero-Carbon Factories"" 9 Investment in environmental publicity and education RMB930,300 MWh 213,310 Participants in environmental protection training person-times 142,967 Total employees 33,809 Coverage rate of employee training Average training hours per employee 100% Customer satisfaction score Percentage of local people in senior executives Percentage of female employees in management positions hours 119.16 Parental leave days taken 98.7points days 9,733 Investment in safety production and occupational health RMB million 116.7462 External donation RMB million 15.87 Wind ESG Rating: AA Listed in ""Forbes 2024 China ESG 50"" Ranked on the 2024 Fortune China Top 500, and China ESG Impact List Honored as the Best Practices in International Energy Cooperation by the National Energy Administration Ranked on the 2024 ""Global Top 500 New Energy Enterprises"" list Ranked on the Fortune ""China's Top 50 Technology Companies"" list Ranked on Harvard Business Review ""2024 China New Growth · Technology Leadership List"" Ranked on the Bloomberg New Energy Finance (BloombergNEF) ""Tier 1 Energy Storge Manufacturer"" list ESG Recognitions and Honors Global accumulated shipments of modules Accumulated patents granted Sales network coverage Nearly countries and regions 200 2,993 R&D investment RMB billion 4.407 Total R&D personnel 1,981 Coverage rate of anti-commercial bribery and anti-corruption training % 100 CDP Climate Change Score Listed in S&P Global Sustainability Yearbook 2025 B EcoVadis Sustainability Rating Silver MSCI ESG Rating BBB Selected as a leading practice case in the renewable energy value chain by the World Economic Forum Selected for ""2024 Forbes China Brand Value Series"" list Selected as a Forbes China Leading Brand in Global Expansion Awarded the RETC PV Module Index Report ""Overall Highest Achiever"" Awarded six ""Top Brand PV"" titles by EUPD Research Ranked first in the photovoltaic industry on the ""Top 500 Private Enterprises Contributors of Invention Patents"" Ranked on ""China Top 500 Private Enterprises"" list Approved as one of the ""First batch of leading enterprises in the construction of a national quality power in China"" 300+ GW 35.82 19.94","2024, 256.9087, 112,782.37, 7.9878, 19.93",yes,GHG emissions; emissions intensity; training hours; customer satisfaction; anti-corruption training,national,International Energy Cooperation by the National Energy Administration Ranked on the,Jinko Solar 2024.pdf,6,6,"2024 Environmental, Social and Governance (ESG) Report Governance and Economic Performance Environmental Performance Social Performance","2024 Environmental, Social and Governance (ESG) Report Governance and Economic Performance Environmental Performance Social Performance Key ESG Performance Investment in energy conservation and environmental protection GHG emissions intensity Electricity saved from energy efficiency technological transformation projects Water saved from water saving technical renovation projects RMB million 256.90",High,OK
CN044-I003,CN044,Jinko Solar,Jinko Solar,Renewables & Clean Tech,not stated,2024,S,labor_rights,BN,A) Government mandate / compliance-driven,i) regulation/government policy,Labor Rights initiative (BN),label_fallback,"During the reporting period, based on local laws, the UN Guiding Principles on Business and Human Rights (UNGPs), International Labour Organization (ILO) Guidelines, and industry best practices, the Company engaged a professional third-party institution to conduct on-site ESG audits for 44 suppliers, and organized online audits of 69 suppliers to dynamically understand the detailed information about supplier risks.","44, 69",yes,not stated,not stated,International Labour Organization; UN Guiding Principles on Business and Human Rights,Jinko Solar 2024.pdf,26,26,"During the reporting period, based on local laws, the UN Guiding Principles on Business and","During the reporting period, based on local laws, the UN Guiding Principles on Business and Human Rights (UNGPs), International Labour Organization (ILO) Guidelines, and industry best practices, the Company engaged a professional third-party institution to conduct on-site ESG audits for 44 suppliers, and organized online audits of 69 suppliers to dynamically understand the detailed information abo",High,OK
CN044-I004,CN044,Jinko Solar,Jinko Solar,Renewables & Clean Tech,not stated,2024,G,stakeholder_engagement,BG,A) Government mandate / compliance-driven,i) regulation/government policy,Stakeholder Engagement initiative (BG),label_fallback,"During the reporting period, in accordance with the requirements of the international disclosure standards, the Ministry of Finance of the People's Republic of China and the Shanghai Stock Exchange for double materiality management and disclosure of sustainability issues, the Company conducted double materiality analysis.",Not stated / Not found,no,not stated,multiple,Ministry of Finance of the People,Jinko Solar 2024.pdf,8,8,"During the reporting period, in accordance with the requirements of the international disclosure standards, the","During the reporting period, in accordance with the requirements of the international disclosure standards, the Ministry of Finance of the People's Republic of China and the Shanghai Stock Exchange for double materiality management and disclosure of sustainability issues, the Company conducted double materiality analysis.",High,OK
CN045-I002,CN045,Kweichow Moutai Co,Kweichow Moutai Co,Consumer Goods,state-owned,2024,E,climate_risk_strategy,BG,A) Government mandate / compliance-driven,i) regulation/government policy,Climate Risk Strategy initiative (BG),label_fallback,"14 of the Shanghai Stock Exchange for Self-Regulation of Listed Companies - Sustainability Report (Trial) and referring to the climate-related sustainable disclosure standards issued by the International Financial Reporting Criterion 10 (IFRS S2 for short), the Company actively carried out climate change scenario analysis.","14, 10",yes,not stated,Shanghai,International Financial Reporting Criterion,Kweichow Moutai Co 2024.pdf,30,30,14 of the Shanghai Stock Exchange for Self-Regulation of Listed Companies - Sustainability Report (Trial),"14 of the Shanghai Stock Exchange for Self-Regulation of Listed Companies - Sustainability Report (Trial) and referring to the climate-related sustainable disclosure standards issued by the International Financial Reporting Criterion 10 (IFRS S2 for short), the Company actively carried out climate change scenario analysis.",High,OK
CN046-I001,CN046,Lenovo,Lenovo,Other / Not classified,not stated,2023,E,water_management,BN,F) International exposure / investor / supply-chain requirement-driven,vi) reputational/international markets,Lenovo joined the UN Global Compact Forward Faster initiative to accelerate private,first_sentence,"In September 2023, Lenovo joined the UN Global Compact Forward Faster initiative to accelerate private sector action towards the SDGs, specifically committing to the climate action and water resilience targets within the initiative.",2023,yes,not stated,not stated,UN Global Compact Forward Faster initiative to accelerate privat,Lenovo 2024.pdf,22,22,"In September 2023, Lenovo joined the UN Global Compact Forward Faster initiative to accelerate private","In September 2023, Lenovo joined the UN Global Compact Forward Faster initiative to accelerate private sector action towards the SDGs, specifically committing to the climate action and water resilience targets within the initiative.",High,OK
CN046-I002,CN046,Lenovo,Lenovo,Other / Not classified,not stated,2023,E,water_management,BN,A) Government mandate / compliance-driven,i) regulation/government policy,Water Management initiative (BN),label_fallback,"The Company has: • Implemented and maintains a corporate Water Resiliency Policy; • Endorsed the UN CEO Water Mandate; • Joined the SBTN Corporate Engagement Program, pledging alignment with Science Based Targets Network’s (SBTN) goals and vision and contributing advice and end-user insights to the development of SBTN methods and tools as an SBTN Corporate Engagement Participant; and • Joined UN Global Compact Forward Faster initiative to accelerate private sector action towards the SDGs, specifically committing to the water resilience target within the initiative.",Not stated / Not found,no,not stated,not stated,UN CEO Water Mandate; UN Global Compact Forward Faster initiative to accelerate privat,Lenovo 2024.pdf,28,28,The Company has: • Implemented and maintains a corporate Water Resiliency Policy; • Endorsed the,"The Company has: • Implemented and maintains a corporate Water Resiliency Policy; • Endorsed the UN CEO Water Mandate; • Joined the SBTN Corporate Engagement Program, pledging alignment with Science Based Targets Network’s (SBTN) goals and vision and contributing advice and end-user insights to the development of SBTN methods and tools as an SBTN Corporate Engagement Participant; and • Joined UN G",High,OK
CN049-I002,CN049,LUXSHAREICT,LUXSHAREICT,Telecom & ICT,not stated,2024,E,emissions_reduction,BG,B) Government subsidy / incentive-supported,ii) subsidies/incentives,Emissions Reduction initiative (BG),label_fallback,"Conduct at least one annual discussion on climate change related issues to develop plans and track the achievement of climate goals Establishing an incentive mechanism linking emission performance to the remuneration of senior management, incorporating the achievement of science-based target into considerations, motivating the Company's management to integrate emission reduction into operational decisions Current and potential climate risks have been integrated into the Company's overall risk management framework and implemented in the annual tasks of each risk management department The Sustainable Development Center regularly holds special meetings to discuss and analyze the environmental risks and opportunities reported by various risk management departments, formulate risk countermeasures, and submit them to the Strategy Committee under the Board of Directors for final review Identifying potential climate risks and opportunities in its own operations and value chain, evaluate the importance of various climate issues in the current and future macro environment in conjunction with relevant international and domestic policies, and estimate development trends Utilizing the Net Zero Emissions (NZE 2050) scenario set by the International Energy Agency (IEA) and the Representative Concentration Pathway (RCP8.5) scenario set by the Intergovernmental Panel on Climate Change (IPCC) to evaluate the impact of climate change risks and opportunities on the Company's business, strategy, and financial planning, proactively formulates climate response strategies, and enhances organizational climate resilience Establishing science-based targets in line with the 1.5°C pathway, which have been formally validated and approved by the Science Based Targets initiative (SBTi) Setting phased climate targets and committing to achieving carbon neutrality no later than 2050 C B A- A 2024 2023 2022 2021 174 4 29 7 6 17 2 12 Governance Strategy Risk Management Metrics and Targets CDP Climate Change Rating Climate Action Transparency Index (CATI) Overall Ranking Industry Ranking Overall Ranking Industry Ranking Overall Ranking Industry Ranking Overall Ranking Industry Ranking Sustainable Development, Enhancing Corporate Governance 30 Appendix Green Transition, Fulfilling Environmental Responsibility Continuous Innovation, Forging Excellent Products Employees Empowerment, Building a Platform for Dreams Close Collaboration, Contributing to a Harmonious Society About this Report Chairman's Statement About Luxshare Precision Luxshare Precision 2024 Sustainability Report","2050, 5, 1.5, 2050, 2024",yes,not stated,not stated,International Energy Agency,LUXSHAREICT 2024.pdf,31,31,Conduct at least one annual discussion on climate change related issues to develop plans and,"Conduct at least one annual discussion on climate change related issues to develop plans and track the achievement of climate goals Establishing an incentive mechanism linking emission performance to the remuneration of senior management, incorporating the achievement of science-based target into considerations, motivating the Company's management to integrate emission reduction into operational d",High,OK
CN050-I001,CN050,Meituan,Meituan,Technology & Internet,state-owned,2024,X,innovation_green_tech,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Innovation Green Tech initiative (BN),label_fallback,"In June 2024 As of August 1, 2024 Special Feature The Daishubaobei Child-friendly Space · Sijiqing Station, Haidian District, Beijing was jointly developed by the Beijing Meituan Charity Foundation and the Beijing Social Work De- velopment Center for Facilitators.","2024, 1, 2024",yes,not stated,Beijing,Beijing was jointly developed by the Beijing Meituan Charity Foundation,Meituan 2024.pdf,15,15,"In June 2024 As of August 1, 2024 Special Feature The Daishubaobei Child-friendly Space ·","In June 2024 As of August 1, 2024 Special Feature The Daishubaobei Child-friendly Space · Sijiqing Station, Haidian District, Beijing was jointly developed by the Beijing Meituan Charity Foundation and the Beijing Social Work De- velopment Center for Facilitators.",High,OK
CN050-I002,CN050,Meituan,Meituan,Technology & Internet,state-owned,2024,S,training_education,BS,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,39 individuals Merchant volunteers of the Meituan Green Mountain Public Welfare Nature,first_sentence,"39 individuals Merchant volunteers of the Meituan Green Mountain Public Welfare Nature Conservation Campaign replanting native mangrove seedlings in protected areas after clearing invasive Derris plants 52 53 Sichuan University Zhejiang University of Technology South China University of Technology Nanjing University Institute of Process Engineering, Chinese Academy of Sciences Shanghai University Anhui University of Technology, University of Science and Tech- nology of China Tsinghua University Guo Xiaodong Wang Chao He Hongyan Zeng Jie Chen Qi Beijing Institute of Technology Tao Xinyong Zhu Jia Li Hui Xu Jianhong Zhao Liang China University of Petroleum,Beijing Awardees of the 4th Meituan Green Tech Award * By the end of 2024 More than 1.6 million mer- chants had joined the “Meituan Green Mountain Public Welfare Campaign”.","39, 52, 53, 2024, 1.6",yes,not stated,multiple,Chinese Academy of Sciences Shanghai University Anhui University; Institute of Technology Tao Xinyong Zhu Jia Li Hui Xu Jianhong Zhao Liang China University; Sichuan University Zhejiang University of Technology South China University; Technology Nanjing University; University of Science and Tech- nology of China Tsinghua University,Meituan 2024.pdf,26,26,39 individuals Merchant volunteers of the Meituan Green Mountain Public Welfare Nature Conservation Campaign replanting,"39 individuals Merchant volunteers of the Meituan Green Mountain Public Welfare Nature Conservation Campaign replanting native mangrove seedlings in protected areas after clearing invasive Derris plants 52 53 Sichuan University Zhejiang University of Technology South China University of Technology Nanjing University Institute of Process Engineering, Chinese Academy of Sciences Shanghai University",High,OK
CN050-I003,CN050,Meituan,Meituan,Technology & Internet,state-owned,2024,S,training_education,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"From September 27 to 29, 2024, Meituan Charity, in partnership with One",first_sentence,"From September 27 to 29, 2024, Meituan Charity, in partnership with One Foundation, organized the Meituan Training Camp for Key Members in Flood Rescue for Dis- aster Prevention, Mitigation, and Relief.","27, 29, 2024",yes,not stated,not stated,One Foundation,Meituan 2024.pdf,31,31,"From September 27 to 29, 2024, Meituan Charity, in partnership with One Foundation, organized the","From September 27 to 29, 2024, Meituan Charity, in partnership with One Foundation, organized the Meituan Training Camp for Key Members in Flood Rescue for Dis- aster Prevention, Mitigation, and Relief.",High,OK
CN051-I003,CN051,Mengniu Dairy,Mengniu Dairy,Consumer Goods,not stated,2024,S,training_education,BN,D) Business-led voluntary collaboration (partners/NGOs/community),iv) NGO expertise/problem-solving,"Nutrition and Health Education Public Welfare In 2024, Mengniu, in collaboration with",first_sentence,"Nutrition and Health Education Public Welfare In 2024, Mengniu, in collaboration with COFCO Nutrition and Health Research Institute, the China Space Foundation, and the Central Committee of the Communist Youth League's Future Network, launched the ""Chinese Student Nutrition and Health Education Public Welfare Campaign in Thousands of Schools Across Hundred Cities."" Integrating education with aerospace science popularization, this program enhances teenagers' nutrition and health awareness as well as their aerospace science literacy in form of school-organised oﬄine classes.",2024,yes,not stated,national,China Space Foundation,Mengniu Dairy 2024.pdf,33,33,"Nutrition and Health Education Public Welfare In 2024, Mengniu, in collaboration with COFCO Nutrition and","Nutrition and Health Education Public Welfare In 2024, Mengniu, in collaboration with COFCO Nutrition and Health Research Institute, the China Space Foundation, and the Central Committee of the Communist Youth League's Future Network, launched the ""Chinese Student Nutrition and Health Education Public Welfare Campaign in Thousands of Schools Across Hundred Cities."" Integrating education with aeros",High,OK
CN051-I004,CN051,Mengniu Dairy,Mengniu Dairy,Consumer Goods,not stated,2024,X,partnerships_general,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Partnerships General initiative (BN),label_fallback,"In March 2024, Mengniu's brand Shiny Meadow's sub-brand ""Xiaoxianyu"" together with the Beijing TA Foundation for Animal Protection, oﬃcially launched the ""Small Kind Thoughts, Great Good Deeds, Help Stray Cats Find Homes"" program .",2024,yes,not stated,Beijing,Beijing TA Foundation,Mengniu Dairy 2024.pdf,35,35,"In March 2024, Mengniu's brand Shiny Meadow's sub-brand ""Xiaoxianyu"" together with the Beijing TA Foundation","In March 2024, Mengniu's brand Shiny Meadow's sub-brand ""Xiaoxianyu"" together with the Beijing TA Foundation for Animal Protection, oﬃcially launched the ""Small Kind Thoughts, Great Good Deeds, Help Stray Cats Find Homes"" program .",High,OK
CN053-I004,CN053,Nanjing Steel,Nanjing Steel,Telecom & ICT,state-owned,2024,S,diversity_inclusion,BG,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"By the end of 2024, we have established three four-star and one",first_sentence,"By the end of 2024, we have established three four-star and one five-star ""Loving Maternal and Infant Rooms"", along with two ""Carnation Service Stations for Female Employees"" recognized by the Nanjing Municipal Federation of Trade Unions.",2024,yes,not stated,not stated,Nanjing Municipal Federation of Trade Unions,Nanjing Steel 2024.pdf,56,56,"By the end of 2024, we have established three four-star and one five-star ""Loving Maternal","By the end of 2024, we have established three four-star and one five-star ""Loving Maternal and Infant Rooms"", along with two ""Carnation Service Stations for Female Employees"" recognized by the Nanjing Municipal Federation of Trade Unions.",High,OK
CN054-I001,CN054,PICC,PICC,Financial Services,state-owned,2024,X,innovation_green_tech,BG,D) Business-led voluntary collaboration (partners/NGOs/community),"v) operational efficiency/resource value (e.g., waste as asset)",Innovation Green Tech initiative (BG),label_fallback,"We steadily promoted the expansion of agricultural insurance, enriched the products and improved the standards, provided 55.42 million households with risk protection of 2.1 trillion yuan, pioneered agricultural germplasm resource protection insurance, insured 420 million mu of three major food crops, and won the ""Innovative Model in Financial Support for Agriculture"" award by the Ministry of Agriculture and Rural Affairs for three consecutive years.","55.42, 2.1, 420",yes,not stated,not stated,Ministry of Agriculture and Rural Affairs for three consecutive years,PICC 2024.pdf,4,4,"We steadily promoted the expansion of agricultural insurance, enriched the products and improved the standards,","We steadily promoted the expansion of agricultural insurance, enriched the products and improved the standards, provided 55.42 million households with risk protection of 2.1 trillion yuan, pioneered agricultural germplasm resource protection insurance, insured 420 million mu of three major food crops, and won the ""Innovative Model in Financial Support for Agriculture"" award by the Ministry of Agri",High,OK
CN055-I001,CN055,PING AN,PING AN,Financial Services,not stated,2024,G,stakeholder_engagement,BS,F) International exposure / investor / supply-chain requirement-driven,vi) reputational/international markets,Deloitte Touche Tohmatsu Certified Public Accountants (LLP) has carried out an independent,first_sentence,"Deloitte Touche Tohmatsu Certified Public Accountants (LLP) has carried out an independent third-party assurance on the Report in accordance with International Standard on Assurance Engagements 3000: Assurance Engagements Other Than Audits or Reviews of Historical Financial Information (""ISAE3000"").",3000,yes,not stated,not stated,International Standard on Assurance Engagements,PING AN 2024.pdf,3,3,Deloitte Touche Tohmatsu Certified Public Accountants (LLP) has carried out an independent third-party assurance on,"Deloitte Touche Tohmatsu Certified Public Accountants (LLP) has carried out an independent third-party assurance on the Report in accordance with International Standard on Assurance Engagements 3000: Assurance Engagements Other Than Audits or Reviews of Historical Financial Information (""ISAE3000"").",High,OK
CN055-I003,CN055,PING AN,PING AN,Financial Services,not stated,2024,X,partnerships_general,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"the China Youth Development Foundation, the Hunan Youth Development Foundation and Ping",first_sentence,"In October 2024, the China Youth Development Foundation, the Hunan Youth Development Foundation and Ping An jointly launched the ""Together with Hope"" Ping An Voluntary Teaching Activity in Guidong County, Chenzhou City, Hunan Province.",2024,yes,not stated,national,China Youth Development Foundation; Hunan Youth Development Foundation,PING AN 2024.pdf,13,13,"In October 2024, the China Youth Development Foundation, the Hunan Youth Development Foundation and Ping","In October 2024, the China Youth Development Foundation, the Hunan Youth Development Foundation and Ping An jointly launched the ""Together with Hope"" Ping An Voluntary Teaching Activity in Guidong County, Chenzhou City, Hunan Province.",High,OK
CN055-I004,CN055,PING AN,PING AN,Financial Services,not stated,2024,X,partnerships_general,BN,D) Business-led voluntary collaboration (partners/NGOs/community),iv) NGO expertise/problem-solving,Partnerships General initiative (BN),label_fallback,"The qualified teams not only have the opportunity to receive the Inspiration Program scholarships, but also were invited to participate in the research camp activities jointly organized by Ping An and the China Youth Development Foundation, and will be recommended to participate in the 2025 ""Challenge Cup"" National College Students' Extracurricular Academic and Scientific Works Competition.",2025,yes,not stated,national,Ping An and the China Youth Development Foundation,PING AN 2024.pdf,13,13,"The qualified teams not only have the opportunity to receive the Inspiration Program scholarships, but","The qualified teams not only have the opportunity to receive the Inspiration Program scholarships, but also were invited to participate in the research camp activities jointly organized by Ping An and the China Youth Development Foundation, and will be recommended to participate in the 2025 ""Challenge Cup"" National College Students' Extracurricular Academic and Scientific Works Competition.",High,OK
CN055-I005,CN055,PING AN,PING AN,Financial Services,not stated,2024,X,innovation_green_tech,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Innovation Green Tech initiative (BN),label_fallback,"35 trainees participated, including relevant leaders of Ping An, Huazhong Agricultural University, and China Foundation for Rural Development, as well as cooperative leaders, agricultural leaders, returning youth, and junior management from Ping An's targeted assistance areas.",35,yes,not stated,national,China Foundation; Huazhong Agricultural University,PING AN 2024.pdf,78,78,"35 trainees participated, including relevant leaders of Ping An, Huazhong Agricultural University, and China Foundation","35 trainees participated, including relevant leaders of Ping An, Huazhong Agricultural University, and China Foundation for Rural Development, as well as cooperative leaders, agricultural leaders, returning youth, and junior management from Ping An's targeted assistance areas.",High,OK
CN055-I006,CN055,PING AN,PING AN,Financial Services,not stated,2024,X,partnerships_general,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Ping An Annuity Actively Promotes the Establishment of Rehabilitation and Healthcare Hubs,first_sentence,"Ping An Annuity Actively Promotes the Establishment of Rehabilitation and Healthcare Hubs In 2024, Ping An Annuity and Ling Feng Foundation jointly built rehabilitation and healthcare hubs and carried out free clinics for people in rural areas.",2024,yes,not stated,not stated,Ping An Annuity and Ling Feng Foundation,PING AN 2024.pdf,79,79,"Ping An Annuity Actively Promotes the Establishment of Rehabilitation and Healthcare Hubs In 2024, Ping","Ping An Annuity Actively Promotes the Establishment of Rehabilitation and Healthcare Hubs In 2024, Ping An Annuity and Ling Feng Foundation jointly built rehabilitation and healthcare hubs and carried out free clinics for people in rural areas.",High,OK
CN056-I004,CN056,Power Construction Corporation of China,Power Construction Corporation of China,Construction & Infrastructure,state-owned,2030,S,community_development,BS,F) International exposure / investor / supply-chain requirement-driven,vi) reputational/international markets,SINOHYDRO Bureau 6 organized free medical consultations in rural communities of Equatorial,first_sentence,SINOHYDRO Bureau 6 organized free medical consultations in rural communities of Equatorial Guinea POWERCHINA International Group organized a donation drive in Cambodia POWERCHINA International Group launched a beach cleanup campaign in Malaysia Delivering Warmth through Public Welfare S5.2 Volunteerism Rooted in Compassion Uplifting hope and enabling a better future.,"6, 2",yes,not stated,multiple,International Group organized a donation drive in Cambodia POWERCHINA International Group launc,Power Construction Corporation of China 2024.pdf,45,45,SINOHYDRO Bureau 6 organized free medical consultations in rural communities of Equatorial Guinea POWERCHINA International,SINOHYDRO Bureau 6 organized free medical consultations in rural communities of Equatorial Guinea POWERCHINA International Group organized a donation drive in Cambodia POWERCHINA International Group launched a beach cleanup campaign in Malaysia Delivering Warmth through Public Welfare S5.2 Volunteerism Rooted in Compassion Uplifting hope and enabling a better future.,High,OK
CN057-I002,CN057,Sany,Sany,Construction & Infrastructure,not stated,2024,S,community_development,BN,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Community Development initiative (BN),label_fallback,"Enhancing Infrastructure and Living Environment for a More Comfortable and Livable Village Life In 2024, the SANY Foundation funded and supported the implementation of a residential environment improvement project in the Shichong group of Huangsha Village, Yanglousi Town, Linxiang City.",2024,yes,not stated,not stated,SANY Foundation,Sany 2024.pdf,48,48,"Enhancing Infrastructure and Living Environment for a More Comfortable and Livable Village Life In 2024,","Enhancing Infrastructure and Living Environment for a More Comfortable and Livable Village Life In 2024, the SANY Foundation funded and supported the implementation of a residential environment improvement project in the Shichong group of Huangsha Village, Yanglousi Town, Linxiang City.",High,OK
CN058-I001,CN058,SF Holding,SF Holding,Financial Services,state-owned,2024,E,emissions_reduction,BG,D) Business-led voluntary collaboration (partners/NGOs/community),"v) operational efficiency/resource value (e.g., waste as asset)",SF Aviation successfully passed the annual carbon emission verification of the Civil,first_sentence,"In 2024, SF Aviation successfully passed the annual carbon emission verification of the Civil Aviation Administration of China and the Ministry of Ecology and Environment, and actively carried out energy conservation supervision work to tap energy conservation potential and continue to improve energy utilization efficiency.",2024,yes,not stated,national,Ministry of Ecology and Environment,SF Holding.pdf,23,23,"In 2024, SF Aviation successfully passed the annual carbon emission verification of the Civil Aviation","In 2024, SF Aviation successfully passed the annual carbon emission verification of the Civil Aviation Administration of China and the Ministry of Ecology and Environment, and actively carried out energy conservation supervision work to tap energy conservation potential and continue to improve energy utilization efficiency.",High,OK
